indicatorcode,spatialdimtype,spatialdim,timedimtype,parentlocationcode,parentlocation,dim1type,timedim,dim1,dim2type,dim2,dim3type,dim3,datasourcedimtype,datasourcedim,value,numericvalue,low,high,comments,date,timedimensionvalue,timedimensionbegin,timedimensionend,who_id,country,year,indicator,snapshot_date,country_code,product_name,model_number,currency,price_local,sale_price_local,gender_segment,size_label,category,subcategory,product_id,sku,base_model_number,brand_name,color_name,size_count,size_labels,available_size_count,availability,availability_units,availability_status,in_stock,discount_pct,rating,rating_count,badge_texts,product_url,canonical_url,image_url,best_for_ids,seen_market_count,seen_markets,market_record_source,size_record_source
EMFLIMITELECTRICLF,COUNTRY,AUT,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,117262,AUT,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,AUS,YEAR,WPR,Western Pacific,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"10 kV/m: continuous exposure during the working day; 10 - 30 kV/m: short term exposure permitted, provided the rms electric field strength (kV/m) times the duration of exposure (hrs) does not exceed 80 for the whole working day",2017-05-04T08:04:52+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,9792299,AUS,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,FIN,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,5 kV/m: limit for continuous exposure; 15 kV/m: limit for short-term exposure,2017-05-31T12:57:27+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,9298434,FIN,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,DEU,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,The prescribed limit applies to places where people are staying permanently with the AC-system operating at maximum capacity and taking into account immissions from other low frequency installations,2017-05-31T12:57:27+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,6862175,DEU,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,FRA,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"10 kV/m for low action levels, 20 kV/m for high action levels (DIRECTIVE 2013/35/EU)",2017-05-04T08:04:53+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,8749940,FRA,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,SWE,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:30+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,9919387,SWE,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,SGP,YEAR,WPR,Western Pacific,EMFEXPOSED,2018,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2018-06-11T10:38:26+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,7627853,SGP,2018,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,RUS,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:29+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,5351139,RUS,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,DEU,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"10 kV/m for low action levels, 20 kV/m for high action levels (DIRECTIVE 2013/35/EU)",2017-05-04T08:04:53+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,5615646,DEU,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,CHE,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-04T08:04:53+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,6458723,CHE,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,HUN,YEAR,EUR,Europe,EMFEXPOSED,2018,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,According to the 2013/35/EU Directive low Action Level (AL),2018-06-11T12:58:34+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,3037444,HUN,2018,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,NZL,YEAR,WPR,Western Pacific,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:29+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,7771339,NZL,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,DNK,YEAR,EUR,Europe,EMFEXPOSED,2018,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"The stated value is the lower action level. This may under certain circumstances be exceeded, while the upper action level of 20 kV/m must never be exceeded. This is to ensure that the exposure limit of 1,1 V/m peak value inner electric field strength is never exceeded.",2018-06-11T12:58:34+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,7521739,DNK,2018,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:28+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,9869431,IRN,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,HRV,YEAR,EUR,Europe,EMFEXPOSED,2018,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"""Public areas"" (5 kV/m) comprise all locations in urban and rural areas which don't have limited access to general public, and are neither within the increased sensitivity areas nor within the areas of occupational exposure; ""Increased sensitivity areas"" (2 kV/m) comprise residential and commercial purpose buildings, schools, kindergardens, maternity hospitals, hospitals, nursing homes, tourist accommodation objects and children playgrounds. ",2018-06-11T10:38:26+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,86750,HRV,2018,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,IRN,YEAR,EMR,Eastern Mediterranean,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,(ICNIRP 1998),2017-05-04T08:04:53+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,3302941,IRN,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,SWE,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"10 kV/m for low action levels, 20 kV/m for high action levels (DIRECTIVE 2013/35/EU)",2017-05-04T08:04:53+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,9762174,SWE,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,GBR,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,9 kV/m: applies to power lines and exists in addition to other specific measures that are in place for controlling EMF-related risks from power lines,2017-05-31T12:57:28+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,4372906,GBR,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,JPN,YEAR,WPR,Western Pacific,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:29+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,6187180,JPN,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,NLD,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:29+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,3006760,NLD,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,ARG,YEAR,AMR,Americas,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-04T08:04:52+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,6750377,ARG,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,ARG,YEAR,AMR,Americas,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,At the edge of the right-of-way,2017-05-31T12:57:26+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,5125379,ARG,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,CYP,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:27+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,6618067,CYP,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,TUR,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:30+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,7579930,TUR,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,HUN,YEAR,EUR,Europe,EMFEXPOSED,2018,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,According to the 1999/519/EU Recommendation,2018-06-11T10:38:26+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,7630270,HUN,2018,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,GRC,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"10 kV/m for low action levels, 20 kV/m for high action levels (DIRECTIVE 2013/35/EU)",2017-05-04T08:04:53+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,8542443,GRC,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,SGP,YEAR,WPR,Western Pacific,EMFEXPOSED,2018,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2018-06-11T12:58:34+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,2963391,SGP,2018,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,NLD,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"10 kV/m for low action levels, 20 kV/m for high action levels (DIRECTIVE 2013/35/EU)",2017-05-04T08:04:53+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,4602527,NLD,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,BEL,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,"10 kV/m for low action levels, 20 kV/m for high action levels (DIRECTIVE 2013/35/EU)",2017-05-04T08:04:52+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,3033295,BEL,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,EMFEXPOSED,2017,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-04T08:04:52+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,924413,BHR,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,CHE,YEAR,EUR,Europe,EMFEXPOSED,2017,EMFEXPOSED_EMFPUBLIC,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,,2017-05-31T12:57:27+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00,2622139,CHE,2017,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMFLIMITELECTRICLF,COUNTRY,IRL,YEAR,EUR,Europe,EMFEXPOSED,2018,EMFEXPOSED_EMFWORKER,EMFFREQUENCY,EMFFREQUENCY_EMFLOW,,,,,,,,,According to the 2013/35/EU Directive low Action Level (AL),2018-06-11T12:58:34+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00,10163540,IRL,2018,EMFLIMITELECTRICLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
